# variant=ABLATE env=deep-sea-treasure-concave-v0 seed=0
episode=37800 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=38000 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=38200 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=38400 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=38600 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=38800 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=39000 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=39200 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=39400 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=39600 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=39800 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=40000 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=40200 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=40400 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=40600 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=40800 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=41000 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=41200 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=41400 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=41600 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=41800 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=42000 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=42200 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=42400 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=42600 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=42800 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=43000 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=43200 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=43400 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=43600 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=43800 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=44000 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=44200 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=44400 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=44600 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=44800 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=45000 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=45200 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=45400 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=45600 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=45800 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=46000 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=46200 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=46400 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=46600 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=46800 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=47000 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=47200 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=47400 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=47600 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=47800 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=48000 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=48200 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=48400 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=48600 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=48800 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=49000 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=49200 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=49400 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=49600 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=49800 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=50000 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=50200 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=50400 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=50600 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=50800 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=51000 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=51200 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=51400 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=51600 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=51800 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=52000 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=52200 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=52400 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=52600 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=52800 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=53000 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=53200 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=53400 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=53600 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=53800 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=54000 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=54200 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=54400 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=54600 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=54800 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=55000 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=55200 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=55400 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=55600 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=55800 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=56000 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=56200 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=56400 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=56600 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=56800 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=57000 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=57200 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=57400 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=57600 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=57800 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=58000 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=58200 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=58400 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=58600 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=58800 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=59000 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=59200 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=59400 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=59600 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=59800 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
